px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
7.86357	-6.41332	-2.76581	-2.69075	-0.358148	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	1.31415
7.99304	-6.34729	-2.76041	-2.70786	-0.356213	7.94162	-6.34466	7.95	-6.35	2.72948	0.909826	0.135669
8.08004	-6.24107	-2.7402	-2.65308	-0.240131	7.89525	-6.11857	8.05	-6.25	2.00047	2.00048	7.47645
8.19098	-6.17061	-2.73547	-2.65882	-0.234557	8.12355	-6.14389	8.15	-6.15	2.00048	2.00048	0.27263
8.31719	-6.08994	-2.73255	-2.65506	-0.207715	8.31423	-6.05705	8.3	-6.05	2.72702	1.81801	0.368603
8.4502	-6.01102	-2.73673	-2.66115	-0.202257	8.45315	-5.97158	8.45	-5.95	2.727	1.818	0.0861609
8.55873	-5.93026	-2.73068	-2.6439	-0.157998	8.53167	-5.90349	8.55	-5.9	2.00127	1.00064	1.02651
8.67377	-5.85927	-2.72975	-2.64704	-0.153475	8.64207	-5.83392	8.65	-5.85	2.00128	1.00064	0.0873257
8.80325	-5.80543	-2.73449	-2.67052	-0.178363	8.88764	-5.82241	8.8	-5.75	2.99963	1.99976	0.39692
8.92661	-5.7251	-2.74389	-2.66911	-0.167909	8.94256	-5.64534	8.95	-5.65	2.99961	1.99974	0.362037
9.03183	-5.63257	-2.73592	-2.62847	-0.0858564	9.21669	-5.64514	9.05	-5.55	1.99699	1.997	4.40772
9.15051	-5.54379	-2.74507	-2.62019	-0.0732834	9.15342	-5.45253	9.15	-5.45	1.997	1.99701	0.459183
9.25494	-5.42879	-2.73558	-2.5677	0.0152128	9.16723	-5.29709	9.25	-5.35	1.8166	1.81659	4.14816
9.3759	-5.32485	-2.74163	-2.5529	0.0289695	9.34852	-5.23619	9.35	-5.25	1.8166	1.81659	0.476694
9.47762	-5.2077	-2.73499	-2.50386	0.102729	9.39027	-5.1041	9.45	-5.15	1.8222	1.82219	2.70591
9.58969	-5.10336	-2.73595	-2.48775	0.112914	9.54207	-5.04728	9.55	-5.05	1.82219	1.82219	0.294336
9.70362	-5.02994	-2.73668	-2.49833	0.0859499	9.62802	-5.02338	9.65	-5	1.99604	0.998028	0.451249
9.80479	-4.94582	-2.73162	-2.49067	0.089257	9.75	-4.94288	9.75	-4.95	1.99605	0.998028	0.153852
9.90034	-4.82813	-2.72392	-2.44047	0.162793	9.88102	-4.86216	9.85	-4.85	1.81895	1.81894	2.85796
10.0056	-4.73616	-2.7153	-2.43146	0.163126	9.94502	-4.76247	9.95	-4.75	1.81894	1.81894	0.222552
10.0915	-4.60896	-2.70873	-2.37222	0.244292	10.0747	-4.62454	10.05	-4.6	1.81966	2.72951	3.27805
10.1887	-4.49381	-2.70857	-2.35009	0.252662	10.1384	-4.4533	10.15	-4.45	1.81965	2.72948	0.224854
10.2821	-4.3776	-2.70658	-2.32193	0.27361	10.1743	-4.32841	10.25	-4.35	1.81908	1.81907	0.322391
10.3779	-4.26593	-2.70475	-2.30399	0.276492	10.3492	-4.25956	10.35	-4.25	1.81908	1.81907	0.0451501
10.4651	-4.16011	-2.70574	-2.28134	0.291864	10.56	-4.15868	10.45	-4.1	2.00061	3.0009	0.233943
10.5509	-4.0394	-2.71529	-2.25786	0.299564	10.5557	-3.96034	10.55	-3.95	2.0006	3.0009	0.340722
10.662	-3.95252	-2.72077	-2.28235	0.235729	10.7738	-3.89129	10.65	-3.85	1.99963	1.99964	2.08882
10.7466	-3.83087	-2.72987	-2.26094	0.244075	10.7394	-3.74821	10.75	-3.75	1.99962	1.99962	0.374084
10.7793	-3.67916	-2.72475	-2.15974	0.387509	10.7674	-3.58281	10.8	-3.6	0.999844	2.99952	10.2594
10.8519	-3.54266	-2.73822	-2.1298	0.396374	10.8596	-3.4348	10.85	-3.45	0.999834	2.99949	0.62753
10.9581	-3.45039	-2.7407	-2.16699	0.302283	10.9601	-3.36033	10.95	-3.35	2.00065	2.00064	4.42898
11.0345	-3.3225	-2.75045	-2.14638	0.306569	11.0504	-3.25128	11.05	-3.25	2.00064	2.00064	0.281685
11.0677	-3.17644	-2.74932	-2.06813	0.407211	11.0282	-3.07488	11.1	-3.1	0.998546	2.99563	5.05254
11.1332	-3.03709	-2.76238	-2.04143	0.411936	11.1569	-2.944	11.15	-2.95	0.998526	2.9956	0.485329
11.1333	-2.85661	-2.76428	-1.91585	0.57853	11.1386	-2.78926	11.15	-2.8	0	2.73104	13.2809
11.1749	-2.70213	-2.7688	-1.87666	0.585012	11.141	-2.65084	11.15	-2.65	0	2.73102	0.2042
11.1817	-2.53704	-2.77137	-1.79332	0.666932	11.1042	-2.54354	11.15	-2.55	0	1.81785	3.01668
11.2045	-2.3979	-2.76042	-1.75524	0.669798	11.1497	-2.45904	11.15	-2.45	0	1.81785	0.345976
11.3024	-2.29646	-2.74753	-1.83273	0.486372	11.1658	-2.25651	11.25	-2.25	1.99733	3.99465	16.4321
11.3379	-2.14692	-2.76107	-1.80528	0.487162	11.3591	-2.05184	11.35	-2.05	1.99733	3.99465	0.492662
11.349	-1.98997	-2.76336	-1.74976	0.532878	11.3117	-1.92025	11.35	-1.95	0	1.81854	1.01025
11.3705	-1.8438	-2.75945	-1.71936	0.534467	11.3504	-1.8663	11.35	-1.85	0	1.81853	0.0469246
11.3852	-1.69222	-2.76011	-1.68166	0.548764	11.4185	-1.70062	11.35	-1.7	0	2.72762	0.11834
11.3927	-1.53942	-2.75984	-1.64718	0.552803	11.3568	-1.53205	11.35	-1.55	0	2.72762	0.0713708
11.33	-1.37406	-2.76608	-1.52629	0.700499	11.2541	-1.38373	11.3	-1.4	-0.908846	2.72653	9.90499
11.3078	-1.22458	-2.76167	-1.4808	0.707626	11.2429	-1.24238	11.25	-1.25	-0.908846	2.72653	0.239061
11.2056	-1.06241	-2.7761	-1.33566	0.880469	11.0754	-1.08747	11.15	-1.1	-1.82014	2.73021	13.6983
11.1481	-0.916477	-2.7727	-1.27642	0.891159	11.0544	-0.927069	11.05	-0.949999	-1.82013	2.73021	0.472791
11.0767	-0.783474	-2.77884	-1.19988	0.941062	10.9247	-0.791254	11	-0.799999	-1.00036	3.00107	1.3758
11.0105	-0.653595	-2.77989	-1.1452	0.9479	10.9434	-0.640459	10.95	-0.65	-1.00035	3.00104	0.247404
10.8907	-0.529073	-2.80042	-1.02492	1.06426	10.7146	-0.485949	10.85	-0.5	-2.00003	3.00006	7.43679
10.8047	-0.405427	-2.80621	-0.966356	1.0678	10.7471	-0.362528	10.75	-0.35	-2.00002	3.00003	0.267212
10.7107	-0.282348	-2.80647	-0.904536	1.07245	10.6895	-0.304531	10.65	-0.3	-1.81779	0.908892	0.0195495
10.5996	-0.180311	-2.79497	-0.834584	1.08611	10.547	-0.266677	10.55	-0.25	-1.81778	0.908893	0.545568
10.4558	-0.0941553	-2.82176	-0.713971	1.19381	10.5032	-0.154501	10.4	-0.15	-3.00061	2.00041	8.15355
10.3306	-0.0142948	-2.81883	-0.642227	1.20635	10.2485	-0.0475524	10.25	-0.0499992	-3.0006	2.00041	0.420954
10.2297	0.0660712	-2.79898	-0.603544	1.16963	10.1407	-0.0721585	10.15	-0.0499992	-1.99645	0	2.09582
10.0939	0.107655	-2.78049	-0.520766	1.19953	10.0313	-0.0518611	10.05	-0.0499992	-1.99644	0	1.60019
9.95615	0.169695	-2.78112	-0.444294	1.21736	10.0898	-0.00166396	9.9	9.49949e-07	-2.73175	0.910584	0.799008
9.79933	0.194213	-2.76559	-0.350414	1.24997	9.74695	0.0464954	9.75	0.0500011	-2.73174	0.910584	1.37037
9.64796	0.223293	-2.78235	-0.261934	1.28606	9.50401	0.0833188	9.6	0.100001	-2.99544	0.998471	2.13753
9.5012	0.231766	-2.77599	-0.178788	1.30768	9.45825	0.149456	9.45	0.15	-2.99545	0.998471	0.489765
9.36502	0.243201	-2.72966	-0.117678	1.28751	9.22819	0.16178	9.35	0.15	-1.81963	0	8.26822
9.21503	0.230889	-2.71962	-0.0297914	1.30919	9.24456	0.139817	9.25	0.15	-1.81962	0	0.50583
9.07447	0.232899	-2.73308	0.0369965	1.31099	9.0729	0.205961	9.1	0.2	-3.00059	1.0002	0.703141
8.94221	0.230598	-2.7326	0.096313	1.30444	8.96281	0.250937	8.95	0.25	-3.0006	1.0002	0.047062
8.80538	0.223338	-2.74294	0.153919	1.29483	8.84168	0.257617	8.8	0.25	-2.99995	0	0.474195
8.67036	0.209203	-2.74536	0.210023	1.28453	8.65606	0.24536	8.65	0.25	-2.99994	0	0.0856373
8.53177	0.190595	-2.75643	0.262333	1.26801	8.43549	0.247188	8.5	0.25	-2.99323	0	0.528062
8.3947	0.174738	-2.76153	0.306954	1.24538	8.34184	0.250769	8.35	0.25	-2.9932	0	0.475008
8.25253	0.136984	-2.76132	0.36486	1.23379	8.27073	0.243988	8.2	0.25	-2.73233	0	0.214706
8.10452	0.123896	-2.76385	0.396034	1.19255	8.03847	0.260731	8.05	0.25	-2.73234	0	1.32937
7.96957	0.1034	-2.77379	0.420151	1.14616	7.98053	0.204587	7.9	0.2	-3.00234	-1.00078	1.58301
7.83168	0.0700034	-2.77913	0.455211	1.1201	7.73327	0.149199	7.75	0.15	-3.00231	-1.00077	0.861635
7.68091	0.0634504	-2.79942	0.449499	1.035	7.46173	0.143776	7.6	0.15	-2.99599	0	5.39756
7.54259	0.0354049	-2.79987	0.471938	1.00267	7.45455	0.149294	7.45	0.15	-2.99596	0	1.15826
7.42595	-0.0596777	-2.78174	0.55954	1.05511	7.37986	0.0951006	7.35	0.100001	-1.81801	-0.908998	4.20934
7.29036	-0.0991151	-2.77102	0.583044	1.02	7.26713	0.055036	7.25	0.0500011	-1.81801	-0.908998	1.39975
7.1459	-0.132873	-2.7714	0.58066	0.939424	7.32548	-0.0461763	7.1	-0.0499995	-2.72495	-1.81664	3.96911
7.00762	-0.198842	-2.772	0.61442	0.919971	6.93127	-0.133333	6.95	-0.15	-2.72492	-1.81662	0.555572
6.94292	-0.363343	-2.75072	0.766038	1.07207	7.09668	-0.264116	6.9	-0.25	-0.910634	-1.82126	14.3354
6.83494	-0.445808	-2.73921	0.808015	1.05655	6.84796	-0.34284	6.85	-0.35	-0.910622	-1.82124	0.592573
6.6739	-0.44316	-2.73485	0.721711	0.850787	6.64638	-0.45061	6.7	-0.45	-2.99641	-1.99759	17.3914
6.57005	-0.535134	-2.73685	0.762784	0.848817	6.54772	-0.536719	6.55	-0.549999	-2.99637	-1.99757	0.0254865
6.50843	-0.699688	-2.73723	0.89165	0.972011	6.50462	-0.718	6.5	-0.7	-0.909955	-2.72986	7.35848
6.42325	-0.82547	-2.73752	0.951014	0.978052	6.45451	-0.851695	6.45	-0.85	-0.909955	-2.72986	0.0897401
6.38413	-0.984029	-2.7456	1.06786	1.08063	6.42547	-0.999512	6.4	-1	-0.999224	-2.99766	4.13656
6.32736	-1.11514	-2.74841	1.12901	1.08701	6.3554	-1.1624	6.35	-1.15	-0.99921	-2.99763	0.161025
6.26211	-1.25582	-2.75284	1.18716	1.08396	6.14523	-1.27904	6.3	-1.3	-0.908722	-2.72618	0.203894
6.2138	-1.40565	-2.75671	1.2519	1.0879	6.2299	-1.45381	6.25	-1.45	-0.908718	-2.72616	0.134579
6.25957	-1.62151	-2.78938	1.45142	1.30562	6.37158	-1.60661	6.3	-1.6	0.910485	-2.73144	19.5796
6.26151	-1.77251	-2.7818	1.53089	1.31517	6.34473	-1.75136	6.35	-1.75	0.910481	-2.73144	0.383237
6.26466	-1.90979	-2.7789	1.59905	1.31867	6.34	-1.88987	6.35	-1.9	0	-2.99515	0.0972747
6.28656	-2.04791	-2.77385	1.67298	1.32771	6.35828	-2.03886	6.35	-2.05	0	-2.99515	0.275174
6.29471	-2.18915	-2.75845	1.72051	1.28447	6.45002	-2.23466	6.35	-2.2	0	-2.72856	1.64553
6.32557	-2.33819	-2.75799	1.79303	1.28645	6.34057	-2.34076	6.35	-2.35	0	-2.72854	0.0123335
6.38078	-2.49149	-2.76819	1.88342	1.31522	6.4979	-2.56206	6.4	-2.5	0.908227	-2.7247	0.720551
6.43603	-2.63593	-2.76916	1.95785	1.31681	6.45265	-2.65056	6.45	-2.65	0.908223	-2.72467	0.0251767
6.44146	-2.7615	-2.71785	1.95202	1.19078	6.46538	-2.81029	6.45	-2.8	0	-2.72732	14.4438
6.49237	-2.90398	-2.72285	2.0105	1.1819	6.45762	-2.94003	6.45	-2.95	0	-2.7273	0.134921
6.55237	-3.04507	-2.73367	2.0726	1.18164	6.36717	-3.08903	6.5	-3.15	0.909078	-3.6363	0.745696
6.60681	-3.19747	-2.75088	2.11721	1.15477	6.54349	-3.33906	6.55	-3.35	0.90907	-3.63626	1.27746
6.66565	-3.33495	-2.74383	2.15239	1.11208	6.6454	-3.53435	6.6	-3.5	0.910038	-2.7301	1.99237
6.7238	-3.49091	-2.76472	2.18449	1.07508	6.65608	-3.67065	6.65	-3.65	0.910033	-2.7301	1.98721
6.7826	-3.62563	-2.74927	2.20642	1.02075	6.70981	-3.81998	6.7	-3.8	0.908095	-2.7243	3.29169
6.83817	-3.78323	-2.76836	2.22437	0.974727	6.74422	-3.95901	6.75	-3.95	0.908091	-2.72428	2.22386
6.89051	-3.91467	-2.74047	2.23101	0.908271	6.72525	-4.05329	6.8	-4.1	0.910949	-2.73284	5.46256
6.94255	-4.07549	-2.75823	2.23594	0.855809	6.83817	-4.25449	6.85	-4.25	0.910945	-2.73284	2.4624
6.98152	-4.19436	-2.71699	2.2251	0.777946	6.86491	-4.32753	6.9	-4.35	0.999834	-1.99968	9.13215
7.03347	-4.33312	-2.72746	2.23002	0.739265	6.94879	-4.45387	6.95	-4.45	0.999829	-1.99966	1.26573
7.12241	-4.45194	-2.75281	2.27256	0.753681	6.99339	-4.57763	7.05	-4.6	1.99653	-2.99479	2.57805
7.18561	-4.59572	-2.76925	2.27533	0.712994	7.14339	-4.76622	7.15	-4.75	1.99653	-2.99479	1.72946
7.24489	-4.70792	-2.74152	2.2778	0.666878	7.11889	-4.79341	7.2	-4.85	1.00098	-2.00196	4.07368
7.31128	-4.83959	-2.75019	2.28319	0.635356	7.25883	-4.94719	7.25	-4.95	1.00097	-2.00194	0.833089
7.38674	-4.96295	-2.73267	2.29169	0.600123	7.28536	-5.09276	7.3	-5.1	0.90969	-2.72906	2.17399
7.44576	-5.11728	-2.74056	2.27963	0.550467	7.33925	-5.24908	7.35	-5.25	0.909677	-2.72904	1.72814
7.54799	-5.23218	-2.77821	2.32026	0.576353	7.33914	-5.30864	7.45	-5.4	1.99976	-2.99964	6.99415
7.60898	-5.38092	-2.79194	2.305	0.527284	7.5499	-5.55354	7.55	-5.55	1.99976	-2.99964	1.94458
7.67251	-5.49287	-2.76275	2.29983	0.484629	7.59167	-5.64447	7.6	-5.65	1.00038	-2.00076	4.97034
7.73159	-5.63038	-2.76765	2.28698	0.444244	7.64483	-5.73357	7.65	-5.75	1.00037	-2.00074	1.10328
7.82965	-5.75364	-2.78064	2.30882	0.445321	7.6402	-5.81769	7.75	-5.9	1.81659	-2.7249	1.3948
7.90071	-5.90942	-2.79074	2.29249	0.40073	7.84396	-6.051	7.85	-6.05	1.81659	-2.7249	1.39509
7.96563	-6.03019	-2.74927	2.27865	0.351232	7.91394	-6.15143	7.9	-6.15	0.909251	-1.81851	8.81172
8.03171	-6.17702	-2.75215	2.26286	0.313611	7.95018	-6.25957	7.95	-6.25	0.909247	-1.81849	0.839952
8.12458	-6.2979	-2.75234	2.27451	0.30718	8.10134	-6.38026	8.05	-6.35	1.81576	-1.81577	0.09034
8.20604	-6.42735	-2.75244	2.27431	0.289039	8.15891	-6.45832	8.15	-6.45	1.81577	-1.81577	0.198234
8.31421	-6.54724	-2.76996	2.29648	0.299387	8.3424	-6.65648	8.25	-6.6	1.8218	-2.73269	1.13417
8.39067	-6.68515	-2.77235	2.28639	0.271293	8.33273	-6.74641	8.35	-6.75	1.8218	-2.73269	0.449533
8.47707	-6.80676	-2.76108	2.28629	0.251908	8.46635	-6.96022	8.4	-6.9	0.907987	-2.72401	1.20034
8.53829	-6.95749	-2.76322	2.26017	0.209678	8.44383	-7.03914	8.45	-7.05	0.907988	-2.72398	0.990803
8.62165	-7.08342	-2.75782	2.25742	0.192582	8.53661	-7.23635	8.5	-7.2	0.910054	-2.73014	0.552318
8.66811	-7.24986	-2.76287	2.21551	0.137262	8.55761	-7.36836	8.55	-7.35	0.910046	-2.73012	1.6758
8.74901	-7.36655	-2.76761	2.2186	0.13418	8.70486	-7.48959	8.65	-7.45	1.99827	-1.99828	0.195374
8.80942	-7.49924	-2.7702	2.20112	0.108746	8.7565	-7.55536	8.75	-7.55	1.99828	-1.99828	0.376213
8.88678	-7.62659	-2.7641	2.19603	0.0953492	8.74707	-7.66927	8.8	-7.7	0.909061	-2.72717	0.332944
8.93889	-7.78196	-2.76677	2.16462	0.0568705	8.85031	-7.85391	8.85	-7.85	0.909053	-2.72715	0.828663
9.00895	-7.91306	-2.75847	2.15365	0.0389412	8.88546	-7.96913	8.9	-8	0.908945	-2.72688	0.487665
9.04926	-8.07733	-2.76288	2.11317	-0.00559414	8.95085	-8.16397	8.95	-8.15	0.908953	-2.72687	1.0989
9.11661	-8.21039	-2.75702	2.10263	-0.0189088	9.03618	-8.239	9.05	-8.25	1.82026	-1.82027	0.231189
9.18288	-8.34582	-2.75593	2.09321	-0.0276889	9.15149	-8.34807	9.15	-8.35	1.82025	-1.82026	0.0587302
9.26283	-8.4635	-2.7689	2.10626	-0.00499726	9.14011	-8.44049	9.2	-8.5	0.999884	-2.99963	1.50455
9.30365	-8.60435	-2.77131	2.07876	-0.0332261	9.22902	-8.65053	9.25	-8.65	0.999874	-2.9996	0.485763
9.36875	-8.72623	-2.77342	2.07725	-0.0310817	9.23666	-8.722	9.3	-8.8	0.999284	-2.99783	0.257785
9.41054	-8.87267	-2.78091	2.04983	-0.0576309	9.36398	-8.95164	9.35	-8.95	0.999284	-2.99784	0.514863
9.44582	-9.01635	-2.75645	2.00745	-0.114442	9.47823	-9.13791	9.4	-9.05	0.909209	-1.81844	5.26525
9.49199	-9.16045	-2.75472	1.98761	-0.128595	9.43696	-9.1575	9.45	-9.15	0.90921	-1.81843	0.176225
9.54519	-9.29941	-2.75124	1.97448	-0.136212	9.44585	-9.27158	9.5	-9.3	0.908483	-2.72543	0.1366
9.58717	-9.44637	-2.75104	1.95343	-0.150204	9.53884	-9.45193	9.55	-9.45	0.908475	-2.72542	0.143084
9.6474	-9.58867	-2.75544	1.94861	-0.145063	9.6872	-9.68187	9.6	-9.6	0.909756	-2.72927	0.137719
9.69286	-9.73665	-2.75787	1.93193	-0.153813	9.67284	-9.75791	9.65	-9.75	0.909739	-2.72923	0.0534912
9.76483	-9.86892	-2.77513	1.94702	-0.120456	9.86489	-10.0711	9.7	-9.9	0.998626	-2.99586	1.7221
9.79504	-10.0115	-2.77928	1.92353	-0.13799	9.74713	-10.0467	9.75	-10.05	0.998616	-2.99584	0.221459
9.80754	-10.1591	-2.75747	1.87282	-0.200641	9.75497	-10.1932	9.75	-10.2	0	-2.72857	4.24347
9.82121	-10.3215	-2.76283	1.8365	-0.22608	9.74697	-10.3629	9.75	-10.35	0	-2.72854	0.454319
9.86449	-10.4667	-2.76572	1.83128	-0.214261	9.77249	-10.4428	9.8	-10.5	0.909773	-2.7293	0.269863
9.89017	-10.6216	-2.76917	1.8091	-0.224537	9.86261	-10.6462	9.85	-10.65	0.909773	-2.7293	0.0848512
9.88988	-10.7735	-2.75465	1.75699	-0.28271	9.86786	-10.8223	9.85	-10.8	0	-2.72846	2.70277
9.89731	-10.9299	-2.75688	1.7267	-0.297424	9.8455	-10.9408	9.85	-10.95	0	-2.72844	0.172799
9.9033	-11.081	-2.75193	1.69285	-0.322367	9.84594	-11.0973	9.85	-11.1	0	-2.72748	0.382912
9.89767	-11.2389	-2.75459	1.65835	-0.338929	9.83549	-11.2481	9.85	-11.25	0	-2.72745	0.24131
9.91492	-11.3779	-2.75853	1.64875	-0.327455	9.8926	-11.4631	9.85	-11.4	0	-2.9967	0.142707
9.90837	-11.526	-2.76535	1.61991	-0.339081	9.87136	-11.5692	9.85	-11.55	0	-2.99671	0.190878
9.87499	-11.6798	-2.75546	1.55392	-0.410124	9.89882	-11.7746	9.8	-11.7	-0.909227	-2.72768	3.23283
9.83851	-11.8413	-2.76171	1.50843	-0.432168	9.74749	-11.8623	9.75	-11.85	-0.909218	-2.72765	0.527727
9.78711	-11.9918	-2.75421	1.43768	-0.502018	9.75738	-12.0161	9.7	-12	-0.908714	-2.72613	2.41209
9.73716	-12.1472	-2.75864	1.39099	-0.520191	9.65408	-12.1513	9.65	-12.15	-0.908706	-2.7261	0.411052
9.64138	-12.2891	-2.74926	1.28383	-0.637541	9.60373	-12.2428	9.6	-12.25	-0.909639	-1.81931	6.04116
9.5855	-12.4217	-2.74059	1.24144	-0.64619	9.54006	-12.3354	9.55	-12.35	-0.90964	-1.8193	0.487348
9.43689	-12.5442	-2.73258	1.08887	-0.821624	9.38815	-12.3607	9.45	-12.45	-1.81824	-1.81825	12.3842
9.36359	-12.6578	-2.71842	1.04136	-0.826813	9.35049	-12.5377	9.35	-12.55	-1.81823	-1.81823	0.743073
9.2112	-12.768	-2.72434	0.897965	-0.977518	9.33568	-12.8372	9.2	-12.65	-2.72578	-1.81718	9.12023
9.10092	-12.8661	-2.71487	0.832412	-0.990961	9.04708	-12.7528	9.05	-12.75	-2.72576	-1.81717	0.814573
8.98384	-12.9648	-2.71421	0.760108	-1.01733	8.97697	-12.8161	8.95	-12.85	-1.8192	-1.81921	0.424055
8.86786	-13.0481	-2.70394	0.696549	-1.02737	8.84904	-12.9423	8.85	-12.95	-1.81921	-1.81921	0.593558
8.73989	-13.1303	-2.70282	0.626481	-1.04573	8.64934	-12.9537	8.7	-13.05	-2.72781	-1.81854	0.529893
8.60381	-13.2043	-2.70199	0.558677	-1.05534	8.5479	-13.1496	8.55	-13.15	-2.7278	-1.81853	0.328472
8.40148	-13.2222	-2.72606	0.376938	-1.25032	8.43462	-13.263	8.4	-13.15	-2.72644	0	16.2281
8.25895	-13.2545	-2.71571	0.299439	-1.26176	8.26001	-13.1483	8.25	-13.15	-2.72641	0	0.585684
8.09717	-13.2571	-2.73107	0.178193	-1.35254	8.10139	-13.1447	8.1	-13.15	-3.00083	0	3.79633
7.95949	-13.259	-2.72321	0.100409	-1.36462	7.95138	-13.1593	7.95	-13.15	-3.00084	0	0.524291
7.83164	-13.2963	-2.70411	0.0734729	-1.28819	7.85182	-13.2702	7.8	-13.2	-2.72553	-0.908516	3.20843
7.67692	-13.2958	-2.70564	-0.00265866	-1.29238	7.64076	-13.2654	7.65	-13.25	-2.72554	-0.908516	0.117575
7.51258	-13.2587	-2.72497	-0.121807	-1.36895	7.51359	-13.2891	7.5	-13.2	-2.72544	0.908483	3.39374
7.36399	-13.219	-2.72043	-0.207453	-1.3804	7.35762	-13.1417	7.35	-13.15	-2.72544	0.908483	0.32248
7.22925	-13.2115	-2.69919	-0.241972	-1.31475	7.19553	-13.2012	7.2	-13.15	-2.73035	0	3.06855
7.0826	-13.1687	-2.70213	-0.315922	-1.31523	7.05296	-13.1563	7.05	-13.15	-2.73035	0	0.0527603
6.9462	-13.1387	-2.68959	-0.361644	-1.27417	6.87644	-13.2105	6.85	-13.15	-3.63616	0	1.22815
6.79001	-13.0954	-2.70685	-0.421258	-1.25741	6.672	-13.1364	6.65	-13.15	-3.63617	0	0.823882
6.66104	-13.1012	-2.65332	-0.398715	-1.11483	6.53838	-13.1322	6.55	-13.15	-1.81656	0	17.2539
6.51582	-13.0658	-2.66295	-0.440958	-1.09259	6.46904	-13.1587	6.45	-13.15	-1.81657	0	0.611058
6.38206	-13.0156	-2.6542	-0.480166	-1.05989	6.22921	-13.0167	6.3	-13.1	-2.73109	0.910352	0.945161
6.23637	-12.9665	-2.66696	-0.519875	-1.03769	6.15723	-13.0319	6.15	-13.05	-2.73109	0.91036	0.597322
6.111	-12.8556	-2.69603	-0.619059	-1.10154	5.95573	-12.8757	6	-12.95	-2.72331	1.81553	4.03485
5.96688	-12.7887	-2.71248	-0.657871	-1.07529	5.85711	-12.8423	5.85	-12.85	-2.72331	1.81554	0.84477
5.84609	-12.7263	-2.69011	-0.681648	-1.02462	5.73901	-12.8863	5.7	-12.8	-2.72842	0.909475	2.82796
5.69504	-12.6663	-2.7099	-0.702032	-0.98343	5.5559	-12.7556	5.55	-12.75	-2.72839	0.909466	1.60024
5.58011	-12.5639	-2.72234	-0.762282	-0.995542	5.41889	-12.699	5.4	-12.65	-2.731	1.82067	0.761831
5.42404	-12.4922	-2.74789	-0.776398	-0.948436	5.23681	-12.5467	5.25	-12.55	-2.731	1.82066	2.19735
5.3126	-12.3946	-2.74458	-0.817039	-0.933625	5.16911	-12.5003	5.15	-12.45	-1.81821	1.8182	0.327099
5.17401	-12.3086	-2.76024	-0.836494	-0.897676	5.04959	-12.3548	5.05	-12.35	-1.8182	1.8182	1.0494
5.07866	-12.2155	-2.75543	-0.870718	-0.88465	4.99996	-12.3538	4.95	-12.25	-1.99957	1.99957	0.310655
4.96418	-12.124	-2.76682	-0.892984	-0.859756	4.86969	-12.1416	4.85	-12.15	-1.99954	1.99955	0.541527
4.87473	-12.0377	-2.73863	-0.909979	-0.821477	4.83937	-12.0439	4.8	-12.05	-0.999954	1.99993	3.44694
4.78836	-11.9309	-2.74025	-0.947221	-0.817201	4.77326	-11.9345	4.75	-11.95	-0.999959	1.99992	0.0143558
4.71047	-11.7884	-2.78221	-1.01558	-0.857014	4.5839	-11.6711	4.65	-11.8	-2.0002	3.00031	6.19283
4.62044	-11.6707	-2.79286	-1.04682	-0.842918	4.54148	-11.6336	4.55	-11.65	-2.0002	3.0003	0.403965
4.55712	-11.5689	-2.75354	-1.07277	-0.818757	4.53697	-11.5591	4.55	-11.55	0	1.99749	6.35301
4.50709	-11.4437	-2.74848	-1.12298	-0.829383	4.55238	-11.4548	4.55	-11.45	0	1.99746	0.121461
4.43224	-11.281	-2.80475	-1.17897	-0.843695	4.47604	-11.2089	4.5	-11.25	-0.90916	3.63662	12.3185
4.4033	-11.1182	-2.80555	-1.24988	-0.869483	4.45629	-11.0538	4.45	-11.05	-0.909152	3.63659	0.427063
4.40219	-10.9791	-2.74604	-1.32541	-0.906174	4.39651	-10.8822	4.45	-10.95	0	1.81807	15.7249
4.39056	-10.8309	-2.73874	-1.39007	-0.923275	4.45899	-10.8664	4.45	-10.85	0	1.81808	0.326592
4.38197	-10.6851	-2.72781	-1.45194	-0.938355	4.493	-10.7885	4.45	-10.7	0	2.72865	0.528349
4.38657	-10.5343	-2.72394	-1.5171	-0.953485	4.44058	-10.5544	4.45	-10.55	0	2.72864	0.190004
4.39581	-10.3843	-2.71831	-1.58191	-0.969838	4.44399	-10.3941	4.45	-10.4	0	2.72392	0.215658
4.41149	-10.2348	-2.71676	-1.64268	-0.977887	4.44086	-10.2469	4.45	-10.25	0	2.72391	0.0576257
4.4426	-10.0888	-2.71077	-1.71151	-0.998151	4.53204	-10.1814	4.5	-10.1	0.909624	2.72885	0.354528
4.48825	-9.94013	-2.71095	-1.78186	-1.01413	4.54793	-9.94716	4.55	-9.95	0.909615	2.72884	0.214748
4.53397	-9.793	-2.71219	-1.848	-1.02708	4.57622	-9.70975	4.6	-9.8	0.909111	2.72733	0.149526
4.59491	-9.64834	-2.71505	-1.91622	-1.03829	4.64364	-9.63888	4.65	-9.65	0.909107	2.72732	0.145655
4.65757	-9.51094	-2.71478	-1.9798	-1.04552	4.76627	-9.54952	4.75	-9.5	1.81921	2.7288	0.150526
