px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9956	-3.40111	-2.72116	-2.16934	0.292927	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	3.46431
11.0646	-3.26442	-2.73342	-2.14208	0.30361	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.659879
11.1088	-3.1092	-2.7336	-2.0685	0.394635	11.1178	-2.98807	11.1	-3	0.907725	2.72317	3.82977
11.1712	-2.95625	-2.7435	-2.03545	0.404356	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.491564
11.221	-2.8078	-2.74537	-1.99081	0.437962	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.628829
11.2738	-2.64899	-2.75689	-1.95627	0.44658	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.522283
11.2158	-2.44508	-2.76091	-1.76949	0.708273	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	29.103
11.229	-2.28763	-2.76141	-1.72092	0.717197	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.31423
11.3363	-2.17865	-2.74414	-1.81251	0.500905	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	20.6548
11.3661	-2.01997	-2.75206	-1.77986	0.504439	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.21518
11.3725	-1.86287	-2.75427	-1.72343	0.549426	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.915976
11.3827	-1.70568	-2.75711	-1.68591	0.555794	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.201873
11.3216	-1.54726	-2.76408	-1.56652	0.700607	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	9.56364
11.3085	-1.40092	-2.76839	-1.52453	0.706251	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.225374
11.2591	-1.24172	-2.77487	-1.43655	0.785276	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	2.84661
11.2224	-1.10044	-2.76476	-1.38648	0.793475	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.429148
11.0987	-0.954356	-2.78608	-1.22866	0.982869	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	17.2483
11.0343	-0.810909	-2.79634	-1.17077	0.988659	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.654028
10.9854	-0.67153	-2.78807	-1.1401	0.94745	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.22426
10.909	-0.537181	-2.78547	-1.08238	0.953309	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.117646
10.8098	-0.40788	-2.79481	-0.997106	1.00734	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	1.6379
10.7106	-0.29206	-2.78711	-0.932415	1.01814	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.335322
10.5442	-0.189784	-2.82012	-0.781733	1.16985	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	13.7084
10.4153	-0.0967099	-2.81357	-0.704959	1.18364	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.437671
10.3217	0.00330901	-2.79461	-0.670761	1.13744	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	2.07252
10.1869	0.0696449	-2.77958	-0.592175	1.15788	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.815855
10.0405	0.138289	-2.78604	-0.506664	1.18939	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.935313
9.89057	0.17478	-2.76945	-0.418455	1.21764	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	1.14434
9.73837	0.219306	-2.77205	-0.336106	1.23805	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.629124
9.57672	0.216956	-2.7527	-0.233638	1.27973	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	1.87332
9.42108	0.236505	-2.75465	-0.152642	1.29258	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.382442
9.26344	0.230691	-2.74847	-0.0633889	1.31386	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.367221
9.11128	0.231054	-2.74657	0.0116627	1.31665	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.0575443
8.96045	0.232202	-2.74963	0.0781055	1.30911	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0530995
8.82784	0.191312	-2.70082	0.164455	1.3309	8.90199	0.247143	8.85	0.25	-1.81847	0	8.04165
8.69387	0.189346	-2.6972	0.214543	1.30692	8.76016	0.263752	8.75	0.25	-1.81846	0	0.565278
8.53131	0.211577	-2.74931	0.233711	1.23339	8.46355	0.258809	8.55	0.25	-3.6326	0	10.9164
8.38296	0.192335	-2.7524	0.285302	1.21435	8.35367	0.252596	8.35	0.25	-3.6326	0	0.258717
8.23282	0.159315	-2.7596	0.339843	1.19823	8.05161	0.241868	8.2	0.25	-2.72841	0	0.572792
8.08725	0.141522	-2.75994	0.375945	1.16515	8.05411	0.247878	8.05	0.25	-2.72842	0	0.73506
7.9415	0.0996118	-2.76414	0.42417	1.14566	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.557018
7.7968	0.0617218	-2.76506	0.463789	1.11956	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.554007
7.65536	0.0237813	-2.76913	0.490871	1.07417	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	1.40967
7.51351	-0.0269304	-2.76965	0.529478	1.05172	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.497549
7.35904	-0.0307223	-2.78686	0.504109	0.942919	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	6.69381
7.22717	-0.0703102	-2.78414	0.526803	0.917048	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.767804
7.11877	-0.171051	-2.76761	0.611028	0.971832	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	3.16529
6.98842	-0.235926	-2.76216	0.644595	0.951474	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.510406
6.87698	-0.335782	-2.75704	0.710188	0.974907	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.669879
6.76212	-0.419097	-2.74922	0.75108	0.962899	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.302317
6.66737	-0.532417	-2.74317	0.82127	0.991764	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.663768
6.56268	-0.630162	-2.73771	0.864847	0.981488	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.244057
6.51652	-0.803844	-2.74044	1.00589	1.11386	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	7.00987
6.44155	-0.934733	-2.74049	1.06855	1.11532	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00533663
6.39149	-1.07216	-2.74534	1.14576	1.14593	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.368942
6.34076	-1.20768	-2.75071	1.20798	1.14936	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.150764
6.29383	-1.33355	-2.74749	1.25772	1.13584	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.232218
6.25451	-1.46051	-2.74435	1.31249	1.13485	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.0497588
6.2601	-1.62305	-2.7616	1.42966	1.22987	6.24787	-1.61119	6.25	-1.6	0	-2.99288	4.18965
6.24341	-1.75946	-2.76147	1.49024	1.22893	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.00524287
6.28103	-1.93418	-2.78085	1.62079	1.32768	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	4.88111
6.3028	-2.08277	-2.77525	1.69846	1.33396	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.153208
6.31186	-2.22001	-2.753	1.73929	1.27865	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.96425
6.34709	-2.3647	-2.74918	1.8125	1.2828	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.0595284
6.35754	-2.50333	-2.73191	1.84393	1.2214	6.27034	-2.51837	6.35	-2.55	0	-3.63689	2.49732
6.39086	-2.65687	-2.74228	1.90244	1.20918	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.427896
6.44885	-2.80598	-2.75449	1.9759	1.21987	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.494544
6.49633	-2.95863	-2.7679	2.02929	1.20144	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.743555
6.55007	-3.09835	-2.76345	2.07514	1.17084	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.838647
6.6061	-3.24617	-2.77557	2.12108	1.14787	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.770317
6.6713	-3.38039	-2.7656	2.1606	1.11087	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	1.63228
6.73143	-3.52757	-2.77867	2.19603	1.07995	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	1.09998
6.80163	-3.66058	-2.77329	2.23073	1.04556	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	1.32503
6.8588	-3.81392	-2.7891	2.24986	1.00036	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	1.96602
6.92304	-3.94357	-2.77029	2.26823	0.950061	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	3.1556
6.97873	-4.09991	-2.78457	2.27531	0.89795	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	2.24503
7.08447	-4.23207	-2.81258	2.32591	0.904051	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	2.46074
7.14925	-4.38946	-2.82704	2.32816	0.84956	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	2.27108
7.22875	-4.51476	-2.81307	2.34567	0.812803	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	2.01391
7.28141	-4.68101	-2.82421	2.32946	0.744657	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	3.13637
7.34815	-4.79562	-2.79876	2.3331	0.69945	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	4.06404
7.39779	-4.93821	-2.80157	2.31986	0.646612	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	1.9658
7.49812	-5.05325	-2.83392	2.35728	0.661797	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	5.87033
7.55374	-5.20216	-2.84084	2.33953	0.60545	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	2.13457
7.62016	-5.32019	-2.79344	2.33355	0.552409	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	9.4671
7.68349	-5.4711	-2.79425	2.31874	0.50313	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	1.5529
7.77572	-5.59078	-2.79885	2.33787	0.49733	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.3569
7.84828	-5.73933	-2.80273	2.32576	0.45427	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	1.09746
7.91442	-5.85842	-2.75609	2.31312	0.403	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	10.3185
7.97955	-5.99839	-2.75206	2.29954	0.364787	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	1.00637
8.07922	-6.11705	-2.76329	2.31837	0.366866	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.19928
8.14582	-6.26634	-2.76574	2.29814	0.323522	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	1.06384
8.25357	-6.38877	-2.78466	2.31777	0.329095	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.39585
8.32365	-6.54074	-2.7899	2.29612	0.286532	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	1.03151
8.39116	-6.66061	-2.75116	2.28068	0.244236	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	7.18873
8.44825	-6.80408	-2.74566	2.25623	0.204101	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	1.11094
8.52309	-6.9255	-2.73204	2.25073	0.183889	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	1.0981
8.57032	-7.08133	-2.73068	2.21465	0.135045	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	1.36606
8.67134	-7.20486	-2.75135	2.23278	0.153458	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	2.38631
8.72839	-7.3638	-2.75771	2.20108	0.111203	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	1.01614
8.78818	-7.49605	-2.73053	2.175	0.0662896	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	5.37539
8.84822	-7.63337	-2.72679	2.15739	0.0439071	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.385845
8.94541	-7.75641	-2.74629	2.17725	0.0714265	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.9446
9.00802	-7.90114	-2.74909	2.15766	0.046917	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.331071
9.09196	-8.02294	-2.7638	2.16474	0.0560128	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.927442
9.13456	-8.16801	-2.76818	2.13298	0.0200313	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.751918
9.17044	-8.30512	-2.72987	2.08725	-0.0467205	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	9.17229
9.21923	-8.44763	-2.72695	2.06425	-0.0681468	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.366198
9.28799	-8.58036	-2.72785	2.05977	-0.0680967	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0550077
9.32854	-8.73116	-2.72869	2.03012	-0.0949193	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.437398
9.39138	-8.86774	-2.72995	2.0228	-0.096238	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.0858919
9.42597	-9.02036	-2.73087	1.99143	-0.123071	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.455639
9.49281	-9.14499	-2.74202	1.99956	-0.100459	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.976887
9.51642	-9.29646	-2.74978	1.96364	-0.13168	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.67318
9.57251	-9.43715	-2.75163	1.95668	-0.129803	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.093156
9.60421	-9.5958	-2.75748	1.92723	-0.152259	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.347908
9.65977	-9.72488	-2.7647	1.93035	-0.135005	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.523536
9.681	-9.87526	-2.77267	1.89929	-0.159265	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.469247
9.70803	-10.0071	-2.76386	1.87423	-0.183373	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.595718
9.74705	-10.141	-2.76502	1.86344	-0.184925	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00476283
9.74989	-10.2912	-2.74512	1.8067	-0.25374	9.77731	-10.3295	9.75	-10.3	0	-2.72851	4.63108
9.77856	-10.441	-2.7464	1.78824	-0.258217	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.0156411
9.83141	-10.5897	-2.75717	1.7964	-0.225751	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.952195
9.85973	-10.7408	-2.75902	1.78013	-0.229473	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0149366
9.86406	-10.8778	-2.75025	1.74187	-0.268666	9.84397	-10.9287	9.85	-10.9	0	-3.00318	1.23693
9.87674	-11.0205	-2.75468	1.72034	-0.276401	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0780812
9.89144	-11.154	-2.75238	1.70481	-0.277175	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.367042
9.88922	-11.3035	-2.76049	1.67532	-0.292045	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.286211
9.91036	-11.4413	-2.76482	1.67216	-0.273237	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.429265
9.89953	-11.5928	-2.77374	1.64023	-0.290559	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.386764
9.81799	-11.7421	-2.74484	1.51897	-0.447298	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	16.2481
9.79539	-11.8896	-2.74172	1.4858	-0.456239	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.198841
9.75268	-12.0406	-2.73808	1.42621	-0.508046	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	1.50856
9.71006	-12.1864	-2.73593	1.38554	-0.520933	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.322518
9.66217	-12.3311	-2.73322	1.33748	-0.548578	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.38709
9.6081	-12.4763	-2.7341	1.29583	-0.559599	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.19902
9.47927	-12.6036	-2.72418	1.16389	-0.710168	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	9.97793
9.40557	-12.7292	-2.71729	1.11619	-0.719829	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.436518
9.23691	-12.8223	-2.71534	0.94797	-0.919247	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	16.0997
9.12872	-12.9195	-2.71234	0.883604	-0.937209	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.938758
8.96463	-13.0057	-2.71712	0.746912	-1.06471	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	6.45681
8.85003	-13.0864	-2.70465	0.682422	-1.0736	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.713528
8.72119	-13.1678	-2.70406	0.609582	-1.09316	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.404931
8.58817	-13.2345	-2.69773	0.539697	-1.10417	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.486141
8.38252	-13.2332	-2.72131	0.345577	-1.31745	8.27267	-12.996	8.4	-13.15	-2.99683	0	19.544
8.25294	-13.2576	-2.71045	0.271877	-1.32828	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.612414
8.12215	-13.3016	-2.69655	0.228347	-1.27843	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	2.21121
7.97321	-13.318	-2.69224	0.15038	-1.28707	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.24872
7.82353	-13.3315	-2.69668	0.0706273	-1.30289	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.272398
7.66789	-13.3223	-2.69555	-0.0115663	-1.31309	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.382735
7.53642	-13.3222	-2.6912	-0.0671551	-1.29644	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.197939
7.39464	-13.2987	-2.69354	-0.139864	-1.30277	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.282914
7.24056	-13.25	-2.70655	-0.242012	-1.34952	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	1.41452
7.09188	-13.201	-2.70926	-0.322053	-1.35393	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.178602
6.95287	-13.157	-2.69959	-0.381136	-1.3265	6.79473	-13.0433	6.85	-13.15	-3.63709	0	1.15937
6.79397	-13.1124	-2.71989	-0.442472	-1.30733	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.19004
6.67058	-13.0541	-2.72408	-0.506462	-1.30697	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.273451
6.52461	-13.0016	-2.74759	-0.555955	-1.28252	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	1.62326
6.40079	-12.9968	-2.6773	-0.527737	-1.13178	6.27012	-13.1139	6.25	-13.05	-1.81729	0	25.614
6.25072	-12.9499	-2.69358	-0.563206	-1.09926	6.14459	-13.0471	6.15	-13.05	-1.81729	0	1.17416
6.12624	-12.8568	-2.70764	-0.6381	-1.12239	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	0.895445
5.982	-12.788	-2.72432	-0.676373	-1.0937	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.945323
5.87238	-12.722	-2.71105	-0.707099	-1.06005	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	1.29848
5.7268	-12.6681	-2.73442	-0.721188	-1.01412	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	2.14199
5.61533	-12.6164	-2.70127	-0.724307	-0.945	5.45236	-12.7392	5.45	-12.7	-2.00001	1	6.05704
5.47944	-12.5579	-2.71634	-0.736885	-0.905997	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	1.32717
5.37732	-12.4669	-2.71961	-0.780323	-0.904894	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.147633
5.25074	-12.3918	-2.73303	-0.798669	-0.874471	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.858853
5.14347	-12.3002	-2.72388	-0.831237	-0.856306	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.985062
5.02065	-12.2057	-2.73211	-0.85675	-0.832675	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.438405
4.93939	-12.0682	-2.77511	-0.937044	-0.891409	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	8.47546
4.83653	-11.9639	-2.78554	-0.965113	-0.872491	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.41795
4.75646	-11.8589	-2.76834	-0.99522	-0.852086	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.95072
4.67327	-11.7466	-2.77171	-1.02962	-0.84296	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0679684
4.6012	-11.6128	-2.79899	-1.08286	-0.85983	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	3.06178
4.54719	-11.481	-2.79868	-1.13418	-0.868555	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.0551763
4.48507	-11.3404	-2.82323	-1.18207	-0.873822	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	2.15359
4.44584	-11.197	-2.82617	-1.2376	-0.885833	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.177796
4.42898	-11.0601	-2.77869	-1.30262	-0.90837	4.43672	-11.0976	4.45	-11.05	0	1.8168	9.26898
4.40119	-10.9149	-2.77315	-1.35763	-0.914773	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.142302
4.375	-10.776	-2.77704	-1.40382	-0.914266	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0925468
4.37971	-10.6359	-2.77168	-1.46751	-0.934466	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.360615
4.43036	-10.4994	-2.73317	-1.57206	-1.01545	4.44716	-10.5583	4.45	-10.55	0	2.00041	9.22614
4.43456	-10.3725	-2.72572	-1.62124	-1.0154	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.254976
4.45667	-10.2359	-2.72228	-1.68428	-1.03228	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.206342
4.49362	-10.1025	-2.71932	-1.74903	-1.04671	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.253835
4.49677	-9.95737	-2.72409	-1.77546	-1.00247	4.56608	-10.005	4.55	-10	0	2.72717	1.21556
4.53722	-9.81475	-2.72177	-1.83487	-1.00746	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.0618014
4.59775	-9.67257	-2.72071	-1.90896	-1.03312	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.296729
4.67256	-9.53238	-2.72359	-1.98092	-1.04777	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.293912
4.6713	-9.39628	-2.72661	-1.96393	-0.946934	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	4.51047
4.75137	-9.26784	-2.7346	-2.02774	-0.961054	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.526726
4.87557	-9.16117	-2.7374	-2.14504	-1.05947	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	4.20026
4.96639	-9.04662	-2.74266	-2.20639	-1.06617	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.188292
4.97711	-8.91616	-2.72872	-2.16403	-0.922121	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	9.19915
5.07053	-8.79669	-2.74035	-2.21676	-0.9251	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.485003
5.19329	-8.69264	-2.74368	-2.30144	-0.973006	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.2761
5.3081	-8.5821	-2.74941	-2.36083	-0.97697	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.176884
5.34191	-8.44954	-2.73387	-2.31657	-0.833691	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	9.07785
5.45153	-8.33958	-2.74966	-2.36157	-0.832418	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.782808
5.55498	-8.24053	-2.75573	-2.40631	-0.83774	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.473204
5.67078	-8.13821	-2.77062	-2.44889	-0.83447	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.667604
5.73278	-8.01507	-2.75678	-2.41654	-0.716415	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	6.76634
5.83863	-7.91963	-2.76151	-2.45033	-0.713395	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0811741
5.92543	-7.81237	-2.75701	-2.45046	-0.656953	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	1.6471
6.03307	-7.71499	-2.76428	-2.47837	-0.650775	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.239862
6.13708	-7.60564	-2.75951	-2.48293	-0.600072	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	1.29902
6.2548	-7.50532	-2.76311	-2.51015	-0.594005	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.157891
6.37511	-7.42664	-2.77132	-2.55546	-0.62403	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.55491
6.49901	-7.33661	-2.78531	-2.58196	-0.617034	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.555174
6.63389	-7.25929	-2.7882	-2.62063	-0.624692	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.060796
6.76464	-7.18044	-2.78873	-2.65144	-0.621316	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.0485552
6.84845	-7.072	-2.76911	-2.60891	-0.501515	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	7.49986
6.96612	-6.99601	-2.77119	-2.62961	-0.497047	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.0744862
7.10099	-6.92253	-2.77182	-2.65508	-0.492664	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.0908998
7.23699	-6.83112	-2.78326	-2.67064	-0.479971	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.600061
7.33871	-6.71556	-2.76467	-2.61966	-0.350881	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	8.96369
7.46919	-6.62427	-2.77142	-2.62939	-0.340822	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.314534
7.59193	-6.53711	-2.7667	-2.62786	-0.308327	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.536631
7.71565	-6.46312	-2.7598	-2.64227	-0.306633	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.196038
